Date,USD_FX,USD_Stock,USD_Yield10Y,EUR_Stock,EUR_FX,EUR_Yield10Y,JPY_Stock,JPY_FX,JPY_Yield10Y,GBP_FX,GBP_Stock,GBP_Yield10Y,CAD_FX,CAD_Stock,CAD_Yield10Y,AUD_Stock,AUD_Yield10Y,AUD_FX,CHF_FX,CHF_Stock,CHF_Yield10Y,NZD_Stock,NZD_FX,NZD_Yield10Y,SEK_FX,SEK_Stock,SEK_Yield10Y,NOK_FX,NOK_Stock,NOK_Yield10Y,Global_Gold,Global_VIX,Global_Oil,Global_US10Y,Global_Copper,Global_SP500,Global_US2Y,Global_Shanghai,Global_IronOre,CNY_FX,CNY_Stock,CNY_Yield10Y
2005-01-14,83.05999755859375,1184.52001953125,4.23,4232.35986328125,1.3098949193954468,3.5647619047619,11438.3896484375,101.9800033569336,1.31,1.8705923557281487,4820.7998046875,4.5419,1.2132999897003174,9057.2001953125,4.2605,4061.60009765625,5.351842105,0.7586,1.1791000366210938,5730.10009765625,2.249,3072.929931640625,0.7000839710235596,5.99,6.921500205993652,10.295815467834473,3.84,6.236299991607666,199.8099975585937,3.9,422.7000122070313,12.43000030517578,48.380001068115234,4.216000080108643,1.434000015258789,1184.52001953125,3.24,1245.6199951171875,0.0959360674023628,8.266501426696777,1245.6199951171875,3.0
2005-01-17,83.05999755859375,1184.52001953125,4.23,4245.509765625,1.3051081895828247,3.5647619047619,11487.099609375,102.26000213623048,1.31,1.8572860956192017,4846.7001953125,4.5419,1.218400001525879,9063.7998046875,4.2605,4076.89990234375,5.351842105,0.7586,1.184499979019165,5761.2998046875,2.249,3072.929931640625,0.6974959969520569,5.99,6.940899848937988,10.295815467834473,3.84,6.281300067901611,201.72000122070312,3.9,422.7000122070313,12.43000030517578,48.380001068115234,4.216000080108643,1.434000015258789,1184.52001953125,3.24,1216.6519775390625,0.0952628180384635,8.266501426696777,1216.6519775390625,3.0
2005-01-18,83.36000061035156,1195.97998046875,4.21,4250.7099609375,1.3017951250076294,3.5647619047619,11423.259765625,102.26000213623048,1.31,1.8633078336715696,4823.89990234375,4.5419,1.2238999605178833,9134.7998046875,4.2605,4062.0,5.351842105,0.7578,1.1852999925613403,5739.39990234375,2.249,3081.56005859375,0.6978854537010193,5.99,6.9430999755859375,10.356766700744627,3.84,6.269000053405762,202.13999938964844,3.9,423.2000122070313,12.470000267028809,48.380001068115234,4.195000171661377,1.440000057220459,1195.97998046875,3.26,1225.4539794921875,0.0959360674023628,8.266501426696777,1225.4539794921875,3.0
2005-01-19,83.5999984741211,1184.6300048828125,4.2,4245.5498046875,1.3003056049346924,3.5647619047619,11405.33984375,102.91000366210938,1.31,1.870907425880432,4818.2998046875,4.5419,1.2288000583648682,9120.400390625,4.2605,4052.60009765625,5.351842105,0.7606,1.185099959373474,5749.5,2.249,3078.639892578125,0.7020993232727051,5.99,6.938799858093262,10.300896644592283,3.84,6.277100086212158,201.5399932861328,3.9,423.0,13.18000030517578,47.54999923706055,4.186999797821045,1.4505000114440918,1184.6300048828125,3.26,1218.1080322265625,0.0939163714647293,8.266501426696777,1218.1080322265625,3.0
2005-01-20,83.83999633789062,1175.4100341796875,4.17,4220.43017578125,1.29629385471344,3.5647619047619,11284.76953125,103.37000274658205,1.31,1.8705923557281487,4800.7998046875,4.5419,1.233299970626831,9089.0,4.2605,4036.0,5.351842105,0.7612,1.1901999711990356,5728.10009765625,2.249,3054.2099609375,0.7047216296195984,5.99,6.981900215148926,10.072325706481934,3.84,6.323599815368652,199.13999938964844,3.9,422.3999938964844,13.829999923706056,46.90999984741211,4.164999961853027,1.4579999446868896,1175.4100341796875,3.21,1204.39404296875,0.0942529737949371,8.266501426696777,1204.39404296875,3.0
2005-01-21,83.26000213623047,1167.8699951171875,4.16,4213.7001953125,1.299899935722351,3.5647619047619,11238.3701171875,102.61000061035156,1.31,1.8771939277648928,4803.2998046875,4.5419,1.2164000272750854,9086.7998046875,4.2605,4043.89990234375,5.351842105,0.7712,1.1854000091552734,5738.10009765625,2.249,3055.4599609375,0.7123014330863953,5.99,6.936100006103516,10.08248519897461,3.84,6.295700073242188,200.67999267578125,3.9,426.7000122070313,14.359999656677246,48.52999877929688,4.142000198364258,1.4765000343322754,1167.8699951171875,3.16,1234.4759521484375,0.0976191535592079,8.266501426696777,1234.4759521484375,3.0
2005-01-24,83.23999786376953,1163.75,4.14,4201.89013671875,1.3039000034332275,3.5647619047619,11289.490234375,102.58000183105467,1.31,1.8788868188858032,4812.5,4.5419,1.2237999439239502,9078.2001953125,4.2605,4044.800048828125,5.351842105,0.769,1.184999942779541,5750.5,2.249,3057.35009765625,0.7144898176193237,5.99,6.952499866485596,9.991053581237791,3.84,6.29040002822876,199.7700042724609,3.9,426.8999938964844,14.649999618530272,48.810001373291016,4.122000217437744,1.475499987602234,1163.75,3.2,1255.7769775390625,0.1023317873477935,8.266501426696777,1255.7769775390625,3.0
2005-01-25,83.98999786376953,1168.4100341796875,4.2,4233.9501953125,1.2971009016036987,3.5647619047619,11276.91015625,104.0199966430664,1.31,1.864315152168274,4843.2001953125,4.5419,1.2348999977111816,9125.099609375,4.2605,4055.89990234375,5.351842105,0.765,1.1934000253677368,5766.10009765625,2.249,3076.530029296875,0.711085855960846,5.99,6.996600151062012,10.011372566223145,3.84,6.335400104522705,202.1300048828125,3.9,422.0,14.0600004196167,49.63999938964844,4.189000129699707,1.4735000133514404,1168.4100341796875,3.23,1254.2340087890625,0.1104106232523918,8.266501426696777,1254.2340087890625,3.0
2005-01-26,83.30000305175781,1174.0699462890625,4.21,4214.1201171875,1.307805061340332,3.5647619047619,11376.5703125,103.06999969482422,1.31,1.882104992866516,4847.10009765625,4.5419,1.2329000234603882,9162.400390625,4.2605,4055.89990234375,5.351842105,0.7751,1.1825000047683716,5768.39990234375,2.249,3092.14990234375,0.7170000672340393,5.99,6.93779993057251,10.173911094665527,3.84,6.306900024414063,201.52999877929688,3.9,426.8999938964844,13.4399995803833,48.77999877929688,4.191999912261963,1.4854999780654907,1174.0699462890625,3.27,1241.9580078125,0.1104106232523918,8.266501426696777,1241.9580078125,3.0
2005-01-27,83.43000030517578,1174.550048828125,4.22,4216.41015625,1.304103970527649,3.5647619047619,11341.3095703125,102.8499984741211,1.31,1.8910026550292969,4853.39990234375,4.5419,1.2374000549316406,9174.400390625,4.2605,4105.7001953125,5.351842105,0.7756,1.1842999458312988,5773.7001953125,2.249,3076.2900390625,0.7164863348007202,5.99,6.965000152587891,10.12311553955078,3.84,6.32450008392334,201.7899932861328,3.9,426.2999877929688,13.239999771118164,48.84000015258789,4.206999778747559,1.4954999685287476,1174.550048828125,3.28,1225.8909912109375,0.1144500374794006,8.266501426696777,1225.8909912109375,3.0
2005-01-28,83.4800033569336,1171.3599853515625,4.16,4201.81005859375,1.304495334625244,3.5647619047619,11320.580078125,102.7300033569336,1.31,1.8887882232666016,4832.7998046875,4.5419,1.2380000352859497,9141.7998046875,4.2605,4098.89990234375,5.351842105,0.7751,1.1855000257492063,5750.7001953125,2.249,3085.449951171875,0.7127075791358948,5.99,6.981400012969971,10.08248519897461,3.84,6.3206000328063965,200.8600006103516,3.9,425.7999877929688,13.239999771118164,47.18000030517578,4.138000011444092,1.462499976158142,1171.3599853515625,3.25,1213.6729736328125,0.1208457648754119,8.266501426696777,1213.6729736328125,3.0
2005-01-31,83.5999984741211,1181.27001953125,4.14,4254.85009765625,1.305193305015564,3.5647619047619,11387.58984375,103.5999984741211,1.31,1.8841972351074217,4852.2998046875,4.5419,1.2402000427246094,9204.099609375,4.2605,4107.2998046875,5.351842105,0.7759,1.187800049781799,5771.39990234375,2.249,3075.580078125,0.7126059532165527,5.99,6.978099822998047,10.112957954406738,3.84,6.357699871063232,201.259994506836,3.9,421.7999877929688,12.81999969482422,48.20000076293945,4.132999897003174,1.4630000591278076,1181.27001953125,3.29,1191.822998046875,0.1127669364213943,8.266501426696777,1191.822998046875,3.0
2005-02-01,83.44999694824219,1189.4100341796875,4.15,4279.97021484375,1.3039000034332275,3.544,11384.400390625,103.63999938964844,1.419,1.883310079574585,4906.2001953125,4.5884,1.2317999601364136,9270.099609375,4.205,4127.7001953125,5.39775,0.7723,1.1907000541687012,5797.89990234375,2.381,3092.820068359375,0.7098239660263062,5.95,6.963399887084961,10.285653114318848,3.76,6.345900058746338,203.1100006103516,3.77,420.7999877929688,12.029999732971191,47.119998931884766,4.136000156402588,1.4509999752044678,1189.4100341796875,3.29,1188.9310302734375,0.1144500374794006,8.266501426696777,1188.9310302734375,3.0
2005-02-02,83.5199966430664,1193.18994140625,4.15,4296.31005859375,1.3032032251358032,3.544,11407.1396484375,103.66000366210938,1.419,1.8846944570541384,4916.2001953125,4.5884,1.2375999689102173,9303.900390625,4.205,4145.2998046875,5.39775,0.7737,1.1929999589920044,5795.10009765625,2.381,3091.8701171875,0.7127075791358948,5.95,6.962100028991699,10.300896644592283,3.76,6.331999778747559,204.97000122070312,3.77,421.1000061035156,11.65999984741211,46.68999862670898,4.139999866485596,1.433500051498413,1193.18994140625,3.32,1252.5,0.1100740060210228,8.266501426696777,1252.5,3.0
2005-02-03,83.97000122070312,1189.8900146484375,4.18,4281.64013671875,1.2972019910812378,3.544,11389.349609375,104.45999908447266,1.419,1.882388472557068,4908.2998046875,4.5884,1.240399956703186,9303.7001953125,4.205,4151.2998046875,5.39775,0.7703,1.2024999856948853,5816.89990234375,2.381,3097.320068359375,0.7099247574806213,5.95,7.002099990844727,10.158674240112305,3.76,6.388299942016602,204.97999572753903,3.77,416.6000061035156,11.789999961853027,46.45000076293945,4.163000106811523,1.430500030517578,1189.8900146484375,3.34,1242.3070068359375,0.1124303489923477,8.266501426696777,1242.3070068359375,3.0
2005-02-04,84.38999938964844,1203.030029296875,4.09,4339.27978515625,1.2857933044433594,3.544,11360.400390625,104.04000091552734,1.419,1.873290657997132,4941.5,4.5884,1.2491999864578247,9358.2998046875,4.205,4161.7998046875,5.39775,0.7725,1.2131999731063845,5843.10009765625,2.381,3124.050048828125,0.711895763874054,5.95,7.0524001121521,10.224703788757324,3.76,6.439700126647949,207.1699981689453,3.77,414.0,11.210000038146973,46.47999954223633,4.072999954223633,1.4179999828338623,1203.030029296875,3.29,1269.0040283203125,0.1168063431978225,8.266501426696777,1269.0040283203125,3.0
2005-02-07,85.04000091552734,1201.719970703125,4.07,4366.35009765625,1.2764055728912354,3.544,11499.8603515625,104.81999969482422,1.419,1.8580108880996704,4979.7998046875,4.5884,1.2551000118255615,9371.900390625,4.205,4189.60009765625,5.39775,0.7713,1.2237999439239502,5870.7001953125,2.381,3144.3798828125,0.7038784027099609,5.95,7.117700099945068,10.178994178771973,3.76,6.556000232696533,210.1300048828125,3.77,413.6000061035156,11.729999542236328,45.27999877929688,4.052000045776367,1.433500051498413,1201.719970703125,3.31,1269.0040283203125,0.1262316703796386,8.266501426696777,1269.0040283203125,3.0
2005-02-08,85.0999984741211,1202.300048828125,4.05,4371.39013671875,1.2769924402236938,3.544,11490.4296875,105.70999908447266,1.419,1.8539118766784668,4995.5,4.5884,1.2487000226974487,9392.7001953125,4.205,4179.10009765625,5.39775,0.7669,1.2209999561309814,5881.2001953125,2.381,3148.610107421875,0.700721800327301,5.95,7.1118998527526855,10.209466934204102,3.76,6.567399978637695,208.17999267578125,3.77,412.6000061035156,11.600000381469728,45.400001525878906,4.037000179290772,1.4329999685287476,1202.300048828125,3.33,1269.0040283203125,0.1272415071725845,8.266501426696777,1269.0040283203125,3.0
2005-02-09,85.0199966430664,1191.989990234375,4.0,4353.14990234375,1.281295657157898,3.544,11473.349609375,105.58999633789062,1.419,1.8591853380203247,4990.39990234375,4.5884,1.247499942779541,9402.599609375,4.205,4172.10009765625,5.39775,0.7684,1.2164000272750854,5866.5,2.381,3175.320068359375,0.6999860405921936,5.95,7.080100059509277,10.321212768554688,3.76,6.545400142669678,208.6199951171875,3.77,412.8999938964844,12.0,45.459999084472656,3.9769999980926514,1.4299999475479126,1191.989990234375,3.24,1269.0040283203125,0.1238753497600555,8.266501426696777,1269.0040283203125,3.0
2005-02-10,84.54000091552734,1197.010009765625,4.07,4342.009765625,1.287597894668579,3.544,11553.5595703125,105.81999969482422,1.419,1.868111252784729,5000.0,4.5884,1.2419999837875366,9496.400390625,4.205,4174.89990234375,5.39775,0.7826,1.2073999643325806,5871.2001953125,2.381,3161.1298828125,0.7106815576553345,5.95,7.061600208282471,10.16883659362793,3.76,6.541999816894531,209.3999938964844,3.77,417.2000122070313,11.510000228881836,47.09999847412109,4.072999954223633,1.4700000286102295,1197.010009765625,3.29,1269.0040283203125,0.1279147416353225,8.266501426696777,1269.0040283203125,3.0
2005-02-11,84.56999969482422,1205.300048828125,4.1,4387.7998046875,1.2856941223144531,3.544,11553.5595703125,105.75,1.419,1.869892954826355,5044.2001953125,4.5884,1.2339999675750732,9558.5,4.205,4174.2998046875,5.39775,0.7853,1.2094999551773071,5915.2998046875,2.381,3163.39990234375,0.7142857313156128,5.95,7.082200050354004,10.219626426696776,3.76,6.550000190734863,210.94000244140625,3.77,420.5,11.43000030517578,47.15999984741211,4.09499979019165,1.4674999713897705,1205.300048828125,3.34,1269.0040283203125,0.1366668045520782,8.266501426696777,1269.0040283203125,3.0
2005-02-14,83.95999908447266,1206.1400146484375,4.08,4386.39990234375,1.2973029613494873,3.544,11632.2001953125,105.0999984741211,1.419,1.8871841430664065,5041.7998046875,4.5884,1.2339999675750732,9585.2001953125,4.205,4150.2001953125,5.39775,0.7892,1.1979000568389893,5913.0,2.381,3184.93994140625,0.7164863348007202,5.95,6.995699882507324,10.392319679260254,3.76,6.477399826049805,211.0500030517578,3.77,425.7999877929688,11.520000457763672,47.43999862670898,4.072999954223633,1.469499945640564,1206.1400146484375,3.38,1269.0040283203125,0.1511413753032684,8.266501426696777,1269.0040283203125,3.0
2005-02-15,83.58999633789062,1210.1199951171875,4.1,4402.02978515625,1.3016934394836426,3.544,11646.490234375,104.5500030517578,1.419,1.8953033685684204,5058.89990234375,4.5884,1.2309000492095947,9570.0,4.205,4144.7998046875,5.39775,0.7863,1.1891000270843506,5916.89990234375,2.381,3167.169921875,0.7143877744674683,5.95,6.967100143432617,10.468513488769531,3.76,6.432700157165527,212.2700042724609,3.77,425.8999938964844,11.270000457763672,47.2599983215332,4.0980000495910645,1.4869999885559082,1210.1199951171875,3.37,1269.0040283203125,0.1497948914766311,8.266501426696777,1269.0040283203125,3.0
2005-02-16,83.66999816894531,1210.3399658203125,4.16,4368.77001953125,1.3023037910461426,3.544,11601.6796875,105.4800033569336,1.419,1.8841972351074217,5053.2001953125,4.5884,1.236600041389465,9639.599609375,4.205,4151.7001953125,5.39775,0.7819,1.187999963760376,5870.7998046875,2.381,3158.2099609375,0.7136231064796448,5.95,6.973400115966797,10.427876472473145,3.76,6.416399955749512,210.8800048828125,3.77,425.5,11.100000381469728,48.33000183105469,4.1579999923706055,1.47599995136261,1210.3399658203125,3.41,1278.8800048828125,0.1464287340641021,8.266501426696777,1278.8800048828125,3.0
2005-02-17,83.47000122070312,1200.75,4.19,4369.68017578125,1.307497262954712,3.544,11582.7197265625,105.4800033569336,1.419,1.895016074180603,5057.39990234375,4.5884,1.2283999919891355,9619.2998046875,4.205,4166.89990234375,5.39775,0.7883,1.1837999820709229,5882.89990234375,2.381,3164.010009765625,0.7188039422035217,5.95,6.952899932861328,10.387242317199709,3.76,6.359499931335449,212.63999938964844,3.77,427.2999877929688,11.770000457763672,47.540000915527344,4.184999942779541,1.503499984741211,1200.75,3.38,1276.134033203125,0.1471019834280014,8.266501426696777,1276.134033203125,3.0
2005-02-18,83.48999786376953,1201.5899658203125,4.27,4359.47021484375,1.3068991899490356,3.544,11660.1201171875,105.62999725341795,1.419,1.894513368606568,5057.2001953125,4.5884,1.2347999811172483,9658.7998046875,4.205,4163.60009765625,5.39775,0.7878,1.1832000017166138,5901.7001953125,2.381,3157.14990234375,0.7246901988983154,5.95,6.962500095367432,10.300896644592283,3.76,6.348599910736084,210.7400054931641,3.77,427.1000061035156,11.18000030517578,48.34999847412109,4.260000228881836,1.4945000410079956,1201.5899658203125,3.45,1258.968994140625,0.1444090157747268,8.266501426696777,1258.968994140625,3.0
2005-02-21,83.55000305175781,1201.5899658203125,4.27,4353.33984375,1.3064039945602417,3.544,11651.01953125,105.44000244140624,1.419,1.89681339263916,5060.7998046875,4.5884,1.23389995098114,9682.2998046875,4.205,4168.2001953125,5.39775,0.7878,1.1827000379562378,5928.0,2.381,3184.56005859375,0.7251105904579163,5.95,6.970200061798096,10.300896644592283,3.76,6.332900047302246,211.8600006103516,3.77,427.1000061035156,11.18000030517578,48.34999847412109,4.260000228881836,1.4945000410079956,1201.5899658203125,3.45,1284.47998046875,0.1464287340641021,8.266501426696777,1284.47998046875,3.0
2005-02-22,82.41000366210938,1184.1600341796875,4.29,4323.2099609375,1.3261016607284546,3.544,11597.7099609375,104.2300033569336,1.419,1.9112052917480469,5032.89990234375,4.5884,1.2259000539779663,9640.5,4.205,4153.2998046875,5.39775,0.794,1.1586999893188477,5911.5,2.381,3162.389892578125,0.7305135726928711,5.95,6.8618998527526855,10.417717933654783,3.76,6.229700088500977,210.72999572753903,3.77,434.5,13.140000343322754,51.150001525878906,4.284999847412109,1.4919999837875366,1184.1600341796875,3.46,1309.2769775390625,0.1514780074357986,8.266501426696777,1309.2769775390625,3.0
2005-02-23,82.68000030517578,1190.800048828125,4.27,4310.66015625,1.3203063011169434,3.544,11500.1796875,105.0500030517578,1.419,1.9063959121704104,4988.5,4.5884,1.2482999563217163,9675.7001953125,4.205,4119.2001953125,5.39775,0.786,1.1640000343322754,5867.2001953125,2.381,3146.320068359375,0.724480152130127,5.95,6.88040018081665,10.48883056640625,3.76,6.240900039672852,210.6699981689453,3.77,434.8999938964844,12.390000343322754,51.16999816894531,4.26800012588501,1.5,1190.800048828125,3.46,1309.4749755859375,0.1508047580718994,8.266501426696777,1309.4749755859375,3.0
2005-02-24,82.87999725341797,1200.199951171875,4.29,4304.2900390625,1.3183046579360962,3.544,11531.150390625,105.5,1.419,1.9074870347976685,4972.10009765625,4.5884,1.2405999898910522,9657.7001953125,4.205,4096.89990234375,5.39775,0.7871,1.1698999404907229,5886.2001953125,2.381,3145.389892578125,0.7197869420051575,5.95,6.879199981689453,10.580254554748535,3.76,6.252699851989746,213.759994506836,3.77,434.5,11.56999969482422,51.38999938964844,4.281000137329102,1.4830000400543213,1200.199951171875,3.52,1309.948974609375,0.1497948914766311,8.266501426696777,1309.948974609375,3.0
2005-02-25,82.66000366210938,1211.3699951171875,4.27,4348.64013671875,1.3246086835861206,3.544,11658.25,105.23999786376952,1.419,1.9196068048477173,5006.7998046875,4.5884,1.2400000095367432,9741.400390625,4.205,4130.5,5.39775,0.7853,1.1619999408721924,5936.2001953125,2.381,3160.97998046875,0.7207207083702087,5.95,6.842299938201904,10.752955436706545,3.76,6.235300064086914,215.69000244140625,3.77,434.8999938964844,11.489999771118164,51.4900016784668,4.271999835968018,1.4889999628067017,1211.3699951171875,3.54,1312.4449462890625,0.1464287340641021,8.266501426696777,1312.4449462890625,3.0
2005-02-28,82.51000213623047,1203.5999755859375,4.36,4350.490234375,1.3217023611068726,3.544,11740.599609375,104.52999877929688,1.419,1.919201731681824,4968.5,4.5884,1.2343000173568726,9668.2998046875,4.205,4172.7998046875,5.39775,0.794,1.1638000011444092,5931.2998046875,2.381,3208.419921875,0.7275902032852173,5.95,6.852000236511231,10.692002296447754,3.76,6.219299793243408,216.75,3.77,436.5,12.079999923706056,51.75,4.359000205993652,1.5,1203.5999755859375,3.59,1306.0030517578125,0.1497948914766311,8.266501426696777,1306.0030517578125,3.0
2005-03-01,82.7699966430664,1210.4100341796875,4.38,4383.6201171875,1.3171932697296145,3.69619047619048,11780.5302734375,104.4499969482422,1.325,1.9186861515045168,5000.5,4.796,1.2408000230789185,9728.0,4.35818181818182,4184.89990234375,5.652619048,0.7847,1.1670000553131104,5975.5,2.355,3208.419921875,0.727219820022583,6.16,6.873899936676025,10.717398643493652,3.86,6.223100185394287,216.6699981689453,4.02,432.8999938964844,12.039999961853027,51.68000030517578,4.372000217437744,1.4644999504089355,1210.4100341796875,3.59,1303.4119873046875,0.1494582742452621,8.266501426696777,1303.4119873046875,3.0
2005-03-02,83.08000183105469,1210.0799560546875,4.38,4393.43017578125,1.3135944604873655,3.69619047619048,11813.7099609375,104.7699966430664,1.325,1.9131065607070925,4992.7998046875,4.796,1.2381999492645264,9800.099609375,4.35818181818182,4191.5,5.652619048,0.7834,1.1735999584197998,6013.39990234375,2.355,3199.199951171875,0.7269026637077332,6.16,6.902299880981445,10.70724105834961,3.86,6.241199970245361,214.8800048828125,4.02,432.7999877929688,12.5,53.04999923706055,4.379000186920166,1.4769999980926514,1210.0799560546875,3.57,1287.449951171875,0.1444090157747268,8.266501426696777,1287.449951171875,3.0
2005-03-03,83.27999877929688,1210.469970703125,4.39,4373.27001953125,1.3105987310409546,3.69619047619048,11856.4599609375,105.29000091552734,1.325,1.9069048166275024,5014.7998046875,4.796,1.243499994277954,9859.5,4.35818181818182,4205.2001953125,5.652619048,0.7842,1.1811000108718872,5998.7998046875,2.355,3195.340087890625,0.7284913063049316,6.16,6.897799968719482,10.752955436706545,3.86,6.269800186157227,217.42999267578125,4.02,429.8999938964844,12.93000030517578,53.56999969482422,4.382999897003174,1.475000023841858,1210.469970703125,3.59,1294.3389892578125,0.1464287340641021,8.266501426696777,1294.3389892578125,3.0
